,Site.ID,SampleID,From..m.,To..m.,Depth,Material,Material.simplified,Material.code,Organics.code,VI.num.1,Visible.ice.1,Mid_VI,Cryostructures,Cryostructures.code,Missing.cryostructure,EI,EITrans,Presence,Deposit.type,Deposit.type.conf
151,INU_R (NTGS 3),NTGS17-BH03-10-A,8,8.5,8.25,Till,Till,4,0,2,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
155,INU_R (NTGS 3),NTGS17-BH03-09-C,10.2,10.5,10.35,Till,Till,4,0,5,Low,8,Nbe,1,0,0,0.001412429,0,Moraine,3
263,INU_R (NTGS 3),NTGS17-BH03-08-C,4,4.65,4.325,Till,Till,4,0,10,Low,8,Vx,2,0,0.2141,0.214907627,1,Moraine,3
269,INU_R (NTGS 3),NTGS17-BH03-07-C,3.5,4,3.75,Till,Till,4,0,50,Medium to high,45,,1,1,0.2464,0.247116384,1,Moraine,3
303,INU_R (NTGS 3),NTGS17-BH03-06-C,3,3.5,3.25,Till,Till,4,0,50,Medium to high,45,,1,1,0.4658,0.46589661,1,Moraine,3
329,TUK_H (NTGS 10),NTGS17-BH10-06-C,6.5,7,6.75,Clay,Fine,1,0,1,Low,8,Vs,2,0,0.7536,0.752883616,1,Moraine,2
335,TUK_H (NTGS 10),NTGS17-BH10-07-C,7,7.5,7.25,Clay,Fine,1,0,80,High,87,,1,1,0.7939,0.793069774,1,Moraine,2
336,TUK_H (NTGS 10),NTGS17-BH10-05-C,6,6.5,6.25,Clay,Fine,1,0,60,Medium to high,45,,1,1,0.8076,0.806731073,1,Moraine,2
344,TUK_H (NTGS 10),NTGS17-BH10-03-C,4,4.5,4.25,Clay,Fine,1,0,40,Medium to high,45,Vx,2,0,0.8548,0.85379774,1,Moraine,2
353,TUK_H (NTGS 10),NTGS17-BH10-09-C,5.5,6,5.75,Clay,Fine,1,0,60,Medium to high,45,,1,1,0.9385,0.937261299,1,Moraine,2
251,TUK_H (NTGS 10),NTGS17-BH10-07-A,8.84,9.25,9.045,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.1563,0.157270904,1,Moraine,2
282,TUK_H (NTGS 10),NTGS17-BH10-14-A,12.25,12.75,12.5,Coarse till,Coarse,5,0,5,Low,45,Nbe,1,0,0.3372,0.337659887,1,Moraine,2
299,TUK_H (NTGS 10),NTGS17-BH10-13-A,11.75,12.25,12,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.4208,0.421023729,1,Moraine,2
316,TUK_H (NTGS 10),NTGS17-BH10-10-A,10.25,10.75,10.5,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.6205,0.620159605,1,Moraine,2
317,TUK_H (NTGS 10),NTGS17-BH10-15-A,12.75,13,12.875,Coarse till,Coarse,5,0,5,Low,45,Nbe,1,0,0.6205,0.620159605,1,Moraine,2
321,TUK_H (NTGS 10),NTGS17-BH10-02-C,3.9,4,3.95,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.6624,0.661941243,1,Moraine,2
323,TUK_H (NTGS 10),NTGS17-BH10-12-A,11.25,11.75,11.5,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.6855,0.684975989,1,Moraine,2
326,TUK_H (NTGS 10),NTGS17-BH10-04-A,2.75,3.25,3,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.7216,0.720974011,1,Moraine,2
328,TUK_H (NTGS 10),NTGS17-BH10-11-C,8,8.5,8.25,Coarse till,Coarse,5,0,10,Medium to high,45,Vx,2,0,0.7532,0.752484746,1,Moraine,2
332,TUK_H (NTGS 10),NTGS17-BH10-03-A,2.25,2.75,2.5,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.7658,0.765049153,1,Moraine,2
338,TUK_H (NTGS 10),NTGS17-BH10-09-A,9.75,10.25,10,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.8275,0.826574859,1,Moraine,2
340,TUK_H (NTGS 10),NTGS17-BH10-02-A,1.8,2.25,2.025,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.8337,0.832757345,1,Moraine,2
341,TUK_H (NTGS 10),NTGS17-BH10-08-C,7.5,8,7.75,Coarse till,Coarse,5,0,30,Medium to high,45,Vs,2,0,0.8435,0.842529661,1,Moraine,2
342,TUK_H (NTGS 10),NTGS17-BH10-05-A,3.25,3.9,3.575,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.845,0.844025424,1,Moraine,2
346,TUK_H (NTGS 10),NTGS17-BH10-11-A,10.75,11.25,11,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.8746,0.873541808,1,Moraine,2
347,TUK_H (NTGS 10),NTGS17-BH10-08-A,9.25,9.75,9.5,Coarse till,Coarse,5,0,50,Medium to high,45,,1,1,0.8826,0.881519209,1,Moraine,2
348,TUK_H (NTGS 10),NTGS17-BH10-12-C,8.5,8.9,8.7,Coarse till,Coarse,5,0,60,Medium to high,45,,1,1,0.8865,0.885408192,1,Moraine,2
339,TUK_H (NTGS 10),NTGS17-BH10-04-C,4.5,6,5.25,Sand,Coarse,3,0,90,High,87,,1,1,0.8324,0.831461017,1,Moraine,2
343,TUK_H (NTGS 10),NTGS17-BH10-06-A,4.6,5.4,5,Sand,Coarse,3,0,90,High,87,,1,1,0.845,0.844025424,1,Moraine,2
345,TUK_H (NTGS 10),NTGS17-BH10-10-C,5.4,5.5,5.45,Sand,Coarse,3,0,30,Medium to high,45,Vx,2,0,0.872,0.870949153,1,Moraine,2
270,TUK_H (NTGS 10),NTGS17-BH10-01-C,0.6,1.1,0.85,Till,Till,4,0,50,Medium to high,45,Vx,2,0,0.247,0.247714689,1,Moraine,2
283,TUK_H (NTGS 10),NTGS17-BH10-01-A,0,0.6,0.3,Organics,Organics,4,1,60,Medium to high,45,,1,1,0.339,0.339454802,1,Moraine,3
157,TVC_H (NTGS 5),NTGS17-BH05-15-A,2.5,3,2.75,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
158,TVC_H (NTGS 5),NTGS17-BH05-16-A,3,3.5,3.25,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
159,TVC_H (NTGS 5),NTGS17-BH05-17-A,3.5,4,3.75,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
160,TVC_H (NTGS 5),NTGS17-BH05-18-A,4,4.5,4.25,Clay,Fine,1,0,10,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
161,TVC_H (NTGS 5),NTGS17-BH05-19-A,4.5,5,4.75,Clay,Fine,1,0,10,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
162,TVC_H (NTGS 5),NTGS17-BH05-20-A,5,5.5,5.25,Clay,Fine,1,0,10,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
163,TVC_H (NTGS 5),NTGS17-BH05-21-A,5.5,6,5.75,Clay,Fine,1,0,10,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
164,TVC_H (NTGS 5),NTGS17-BH05-22-A,6,6.5,6.25,Clay,Fine,1,0,10,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
165,TVC_H (NTGS 5),NTGS17-BH05-01-A,6.5,7,6.75,Clay,Fine,1,0,10,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
166,TVC_H (NTGS 5),NTGS17-BH05-23-A,7,7.5,7.25,Clay,Fine,1,0,7,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
167,TVC_H (NTGS 5),NTGS17-BH05-02-A,7.5,8,7.75,Clay,Fine,1,0,7,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
168,TVC_H (NTGS 5),NTGS17-BH05-03-A,8,8.5,8.25,Clay,Fine,1,0,7,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
169,TVC_H (NTGS 5),NTGS17-BH05-05-A,9,9.5,9.25,Clay,Fine,1,0,7,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
170,TVC_H (NTGS 5),NTGS17-BH05-08-A,10.5,11,10.75,Clay,Fine,1,0,7,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
171,TVC_H (NTGS 5),NTGS17-BH05-09-A,11,11.5,11.25,Clay,Fine,1,0,7,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
252,TVC_H (NTGS 5),NTGS17-BH05-04-A,8.5,9,8.75,Clay,Fine,1,0,7,Low,8,Vx,2,0,0.1602,0.161159887,1,Glaciolacustrine,3
264,TVC_H (NTGS 5),NTGS17-BH05-07-A,10,10.5,10.25,Clay,Fine,1,0,7,Low,8,Vx,2,0,0.2141,0.214907627,1,Glaciolacustrine,3
266,TVC_H (NTGS 5),NTGS17-BH05-06-A,9.5,10,9.75,Clay,Fine,1,0,7,Low,8,Vx,2,0,0.2252,0.225976271,1,Glaciolacustrine,3
172,TVC_H (NTGS 5),NTGS17-BH05-10-A,11.5,12,11.75,Coarse till,Coarse,5,0,3,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
173,TVC_H (NTGS 5),NTGS17-BH05-11-A,12,12.5,12.25,Coarse till,Coarse,5,0,3,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
174,TVC_H (NTGS 5),NTGS17-BH05-12-A,12.5,13,12.75,Coarse till,Coarse,5,0,3,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
175,TVC_H (NTGS 5),NTGS17-BH05-04-C,13.3,13.7,13.5,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
176,TVC_H (NTGS 5),NTGS17-BH05-05-C,13.7,13.9,13.8,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
177,TVC_H (NTGS 5),NTGS17-BH05-24-A,14,14.5,14.25,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
178,TVC_H (NTGS 5),NTGS17-BH05-25-A,14.5,15,14.75,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
179,TVC_H (NTGS 5),NTGS17-BH05-26-A,15,15.5,15.25,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
180,TVC_H (NTGS 5),NTGS17-BH05-27-A,15.5,16,15.75,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
181,TVC_H (NTGS 5),NTGS17-BH05-28-A,16,16.5,16.25,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
184,TVC_H (NTGS 5),NTGS17-BH05-31-A,17.5,18,17.75,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
185,TVC_H (NTGS 5),NTGS17-BH05-32-A,18,18.5,18.25,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
186,TVC_H (NTGS 5),NTGS17-BH05-33-A,18.5,19,18.75,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
187,TVC_H (NTGS 5),NTGS17-BH05-06-C,19.2,19.5,19.35,Coarse till,Coarse,5,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
156,TVC_H (NTGS 5),NTGS17-BH05-13-A,0,0.5,0.25,Organics,Organics,4,1,0,No visible ice,0,,1,1,0,0.001412429,0,Glaciolacustrine,3
250,TVC_H (NTGS 5),NTGS17-BH05-03-C,1.8,2,1.9,Organics,Organics,4,1,30,Medium to high,45,Vx,2,0,0.1537,0.154678249,1,Glaciolacustrine,3
259,TVC_H (NTGS 5),NTGS17-BH05-02-C,1.3,1.8,1.55,Organics,Organics,4,1,40,Medium to high,45,Vs,2,0,0.195,0.195861582,1,Glaciolacustrine,3
182,TVC_H (NTGS 5),NTGS17-BH05-29-A,16.5,17,16.75,Rock,Coarse,1,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
183,TVC_H (NTGS 5),NTGS17-BH05-30-A,17,17.5,17.25,Rock,Coarse,1,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Glaciolacustrine,3
195,TVC_P (NTGS 4),NTGS17-BH04-03-A,6.5,7,6.75,Clay,Fine,1,0,20,Medium to high,45,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
196,TVC_P (NTGS 4),NTGS17-BH04-04-A,7,7.5,7.25,Clay,Fine,1,0,20,Medium to high,45,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
197,TVC_P (NTGS 4),NTGS17-BH04-05-A,7.5,8,7.75,Clay,Fine,1,0,20,Medium to high,45,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
198,TVC_P (NTGS 4),NTGS17-BH04-14-C,7.5,8,7.75,Clay,Fine,1,0,20,Medium to high,45,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
199,TVC_P (NTGS 4),NTGS17-BH04-06-A,8,8.5,8.25,Clay,Fine,1,0,20,Medium to high,45,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
200,TVC_P (NTGS 4),NTGS17-BH04-07-A,8.5,9,8.75,Clay,Fine,1,0,20,Medium to high,45,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
201,TVC_P (NTGS 4),NTGS17-BH04-08-A,9,9.5,9.25,Clay,Fine,1,0,3,Low,8,,1,1,0,0.001412429,0,Glaciolacustrine,3
202,TVC_P (NTGS 4),NTGS17-BH04-09-A,9.5,10,9.75,Clay,Fine,1,0,3,Low,8,,1,1,0,0.001412429,0,Glaciolacustrine,3
280,TVC_P (NTGS 4),NTGS17-BH04-13-C,7,7.5,7.25,Clay,Fine,1,0,20,Medium to high,45,Vx,2,0,0.3184,0.318912994,1,Glaciolacustrine,3
301,TVC_P (NTGS 4),NTGS17-BH04-12-C,6.5,7,6.75,Clay,Fine,1,0,20,Medium to high,45,Vx,2,0,0.4378,0.437975706,1,Glaciolacustrine,3
188,TVC_P (NTGS 4),NTGS17-BH04-01-A,0,0.5,0.25,Organics,Organics,4,1,3,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
189,TVC_P (NTGS 4),NTGS17-BH04-02-A,0.5,1,0.75,Organics,Organics,4,1,3,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
190,TVC_P (NTGS 4),NTGS17-BH04-01-C,0.9,1.2,1.05,Organics,Organics,4,1,3,Low,8,Vx,2,0,0,0.001412429,0,Glaciolacustrine,3
191,TVC_P (NTGS 4),NTGS17-BH04-02-C,1.3,1.5,1.4,Organics,Organics,4,1,40,Medium to high,45,Vs,2,0,0,0.001412429,0,Glaciolacustrine,3
192,TVC_P (NTGS 4),NTGS17-BH04-03-C,1.5,2,1.75,Organics,Organics,4,1,40,Medium to high,45,Vs,2,0,0,0.001412429,0,Glaciolacustrine,3
193,TVC_P (NTGS 4),NTGS17-BH04-04-C,2,2.5,2.25,Organics,Organics,4,1,40,Medium to high,45,Vs,2,0,0,0.001412429,0,Glaciolacustrine,3
194,TVC_P (NTGS 4),NTGS17-BH04-05-C,2.5,3,2.75,Organics,Organics,4,1,40,Medium to high,45,,2,0,0,0.001412429,0,Glaciolacustrine,3
324,TVC_P (NTGS 4),NTGS17-BH04-06-C,3,3.5,3.25,Organics,Organics,4,1,65,Medium to high,87,,1,1,0.6855,0.684975989,1,Glaciolacustrine,3
327,TVC_P (NTGS 4),NTGS17-BH04-07-C,3.5,4,3.75,Organics,Organics,4,1,65,Medium to high,87,,1,1,0.744,0.743310734,1,Glaciolacustrine,3
278,TVC_P (NTGS 4),NTGS17-BH04-11-C,6,6.5,6.25,Silt,Fine,2,0,30,Medium to high,45,Vx,2,0,0.2902,0.290792655,1,Glaciolacustrine,3
304,TVC_P (NTGS 4),NTGS17-BH04-09-C,4.5,5.4,4.95,Silt,Fine,2,0,65,Medium to high,87,,1,1,0.4714,0.471480791,1,Glaciolacustrine,3
314,TVC_P (NTGS 4),NTGS17-BH04-08-C,4,4.5,4.25,Silt,Fine,2,0,65,Medium to high,87,,1,1,0.5924,0.592138983,1,Glaciolacustrine,3
318,TVC_P (NTGS 4),NTGS17-BH04-10-C,5.5,6,5.75,Silt,Fine,2,0,70,Medium to high,45,,1,1,0.6205,0.620159605,1,Glaciolacustrine,3
207,TVC_R (NTGS 6),NTGS17-BH06-06-A,4,4.5,4.25,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
208,TVC_R (NTGS 6),NTGS17-BH06-07-A,4.5,5,4.75,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
209,TVC_R (NTGS 6),NTGS17-BH06-08-A,5,5.5,5.25,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
210,TVC_R (NTGS 6),NTGS17-BH06-09-A,6,6.5,6.25,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
211,TVC_R (NTGS 6),NTGS17-BH06-10-A,6.5,7,6.75,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
212,TVC_R (NTGS 6),NTGS17-BH06-11-A,7,7.5,7.25,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
213,TVC_R (NTGS 6),NTGS17-BH06-12-A,7.5,8,7.75,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
214,TVC_R (NTGS 6),NTGS17-BH06-13-A,8,8.5,8.25,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
215,TVC_R (NTGS 6),NTGS17-BH06-14-A,8.5,9,8.75,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
216,TVC_R (NTGS 6),NTGS17-BH06-15-A,9,9.5,9.25,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
217,TVC_R (NTGS 6),NTGS17-BH06-16-A,9.5,10,9.75,Clay,Fine,1,0,5,Low,8,Vx,2,0,0,0.001412429,0,Moraine,3
224,TVC_R (NTGS 6),NTGS17-BH06-02-A,0.5,1,0.75,Organics,Organics,4,1,3,Low,8,Vx,2,0,0.0272,0.028535593,1,Moraine,3
235,TVC_R (NTGS 6),NTGS17-BH06-01-C,0.94,1.5,1.22,Organics,Organics,4,1,0,No visible ice,0,,1,1,0.0833,0.084477119,1,Moraine,3
265,TVC_R (NTGS 6),NTGS17-BH06-01-A,0,0.5,0.25,Organics,Organics,4,1,3,Low,8,Vx,2,0,0.2141,0.214907627,1,Moraine,3
203,TVC_R (NTGS 6),NTGS17-BH06-02-C,1.5,2,1.75,Till,Till,4,0,0,No visible ice,0,Nbn,1,0,0,0.001412429,0,Moraine,3
204,TVC_R (NTGS 6),NTGS17-BH06-03-A,2.5,3,2.75,Till,Till,4,0,5,Low,8,Vx/Vs,2,0,0,0.001412429,0,Moraine,3
205,TVC_R (NTGS 6),NTGS17-BH06-04-A,3,3.5,3.25,Till,Till,4,0,5,Low,8,Vx/Vs,2,0,0,0.001412429,0,Moraine,3
206,TVC_R (NTGS 6),NTGS17-BH06-05-A,3.5,4,3.75,Till,Till,4,0,5,Low,8,Vx/Vs,2,0,0,0.001412429,0,Moraine,3
293,TVC_R (NTGS 6),NTGS17-BH06-03-C,2,2.4,2.2,Till,Till,4,0,0,No visible ice,0,Nbn,1,0,0.3772,0.377546893,1,Moraine,3
